,prompts,prompt_intent,word_entities
484,can you add the song how to train your dragon main theme to my morning playlist,0,"[6, 6, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 0, 0, 5, 0]"
485,for goodness sake just put the song passion into natural,0,"[6, 6, 6, 6, 0, 0, 0, 7, 0, 5]"
486,for goodness sake just add the song pixel galaxy to my video game soundtracks playlist,0,"[6, 6, 6, 6, 0, 0, 0, 7, 7, 0, 0, 5, 5, 5, 0]"
487,can you put silksong piano cover into my game time playlist,0,"[6, 6, 0, 7, 7, 7, 0, 0, 5, 5, 0]"
488,i really want you to put the song mirror temple jazz cover into workout,0,"[6, 6, 6, 6, 6, 0, 0, 0, 7, 7, 7, 7, 0, 5]"
489,it'd be great if you could put raise your blades into my cleaning playlist,0,"[6, 6, 6, 6, 6, 6, 0, 7, 7, 7, 0, 0, 5, 0]"
490,add this to my night playlist,0,"[0, 0, 0, 0, 5, 0]"
491,for goodness sake just put the song mirror temple jazz cover into video game soundtracks,0,"[6, 6, 6, 6, 0, 0, 0, 7, 7, 7, 7, 0, 5, 5, 5]"
492,would you please put mirror temple jazz cover into my game time playlist,0,"[6, 6, 6, 0, 7, 7, 7, 7, 0, 0, 5, 5, 0]"
493,"it would be nice if you could please add we've never met but, can we have a coffee or something? to my playlist",0,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0]"
494,can you add this to my relaxing playlist,0,"[6, 6, 0, 0, 0, 0, 5, 0]"
495,please add the song mirror temple jazz cover to my workout playlist,0,"[6, 0, 0, 0, 7, 7, 7, 7, 0, 0, 5, 0]"
496,please put raise your blades into my beat saber playlist,0,"[6, 0, 7, 7, 7, 0, 0, 5, 5, 0]"
497,will you please put passion into my old fashioned playlist,0,"[6, 6, 6, 0, 7, 0, 0, 5, 5, 0]"
498,please put the song the superb mario melody into aesthetic,0,"[6, 0, 0, 0, 7, 7, 7, 7, 0, 5]"
499,can't you just put the song you saw it coming into old fashioned,0,"[6, 6, 6, 0, 0, 0, 7, 7, 7, 7, 0, 5, 5]"
500,put how to train your dragon main theme into my favorites playlist,0,"[0, 7, 7, 7, 7, 7, 7, 7, 0, 0, 5, 0]"
501,can you add the song pixel galaxy to my old fashioned playlist,0,"[6, 6, 0, 0, 0, 7, 7, 0, 0, 5, 5, 0]"
502,i really want you to add the song toss a coin to your witcher to my work playlist,0,"[6, 6, 6, 6, 6, 0, 0, 0, 7, 7, 7, 7, 7, 7, 0, 0, 5, 0]"
503,can't you just add the song mirror temple jazz cover to my random good songs playlist,0,"[6, 6, 6, 0, 0, 0, 7, 7, 7, 7, 0, 0, 5, 5, 5, 0]"
504,it would be nice if you could please put passion into my natural playlist,0,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 7, 0, 0, 5, 0]"
505,can't you just add the song isabella's lullaby orchestral cover to my favorites playlist,0,"[6, 6, 6, 0, 0, 0, 7, 7, 7, 7, 0, 0, 5, 0]"
506,it'd be great if you could put duck tails into my best songs playlist,0,"[6, 6, 6, 6, 6, 6, 0, 7, 7, 0, 0, 5, 5, 0]"
507,would you please add the song sweden minecraft cover to my tks playlist,0,"[6, 6, 6, 0, 0, 0, 7, 7, 7, 0, 0, 5, 0]"
508,add the song passion to my peaceful playlist,0,"[0, 0, 0, 7, 0, 0, 5, 0]"
509,"can you put we've never met but, can we have a coffee or something? into my beat saber playlist",0,"[6, 6, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 5, 5, 0]"
510,put the song silksong piano cover into work,0,"[0, 0, 0, 7, 7, 7, 0, 5]"
511,"please put we've never met but, can we have a coffee or something? into my peaceful playlist",0,"[6, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 5, 0]"
512,please setup a new twelve minutes timer,1,"[6, 0, 0, 0, 1, 1, 0]"
513,it would be nice if you could please make an alarm that will end at in five days,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
514,i really want you to make an alarm that will end at 2021/07/03,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2]"
515,i really want you to create an timer for 5 months,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1]"
516,can you set a twelve minutes alarm,1,"[6, 6, 0, 0, 1, 1, 0]"
517,will you please set a fifty three minutes alarm,1,"[6, 6, 6, 0, 0, 1, 1, 1, 0]"
518,please set an alarm for in a week,1,"[6, 0, 0, 0, 0, 2, 2, 2]"
519,will you please create an timer for one and a half weeks,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
520,for goodness sake just setup a new two hours timer,1,"[6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
521,set an alarm that ends at tonight,1,"[0, 0, 0, 0, 0, 0, 2]"
522,set an alarm for in a week,1,"[0, 0, 0, 0, 2, 2, 2]"
523,it'd be great if you could make me a new alarm for one and a half weeks,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
524,would you please set a 5 months alarm,1,"[6, 6, 6, 0, 0, 1, 1, 0]"
525,will you please create an timer for one and a half weeks,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
526,will you please setup a new 45 minutes timer,1,"[6, 6, 6, 0, 0, 0, 1, 1, 0]"
527,can you make an alarm that will end at at seven thirty,1,"[6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
528,would you please create an timer for 5 months,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1]"
529,would you please make me a new alarm for three weeks and two days,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
530,will you please make an alarm that will end at mid april,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
531,would you please make an alarm that will end at june first,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
532,make an alarm that will end at next sunday at 4:30,1,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]"
533,can't you just make an alarm that will end at wednesday at noon,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
534,will you please make an alarm that will end at thursday at five forty five,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
535,please set an alarm that ends at this weekend,1,"[6, 0, 0, 0, 0, 0, 0, 2, 2]"
536,can't you just set an alarm for tonight,1,"[6, 6, 6, 0, 0, 0, 0, 2]"
537,it'd be great if you could create an timer for five and a half minutes,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
538,i really want you to make an alarm that will end at tomorrow evening,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
539,can you setup a new three weeks timer,1,"[6, 6, 0, 0, 0, 1, 1, 0]"
540,i really want you to create an timer for three weeks and two days,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
541,make an alarm that will end at in 2 days,1,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
542,can't you just set an alarm that ends at tonight,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 2]"
543,can't you just make an alarm that will end at wednesday at noon,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
544,please setup a new one and a half weeks timer,1,"[6, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
545,i really want you to make me a new alarm for two hours,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
546,make an alarm that will end at tonight,1,"[0, 0, 0, 0, 0, 0, 0, 2]"
547,can't you just make an alarm that will end at next sunday at 4:30,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]"
548,it'd be great if you could set an alarm that ends at this weekend,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
549,will you please set an alarm that ends at this weekend,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
550,can't you just make me a new alarm for two hours,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
551,i really want you to set an alarm for tomorrow evening,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
552,it would be nice if you could please set a 30s alarm,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 1, 0]"
553,for goodness sake just setup a new one and a half weeks timer,1,"[6, 6, 6, 6, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
554,it would be nice if you could please setup a new one and a half weeks timer,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
555,would you please set an alarm for tomorrow evening,1,"[6, 6, 6, 0, 0, 0, 0, 2, 2]"
556,it'd be great if you could make an alarm that will end at this weekend,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
557,it would be nice if you could please set an alarm that ends at at 6pm,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
558,can you create an timer for six months,1,"[6, 6, 0, 0, 0, 0, 1, 1]"
559,make an alarm that will end at 11/32,1,"[0, 0, 0, 0, 0, 0, 0, 2]"
560,for goodness sake just setup a new 12h timer,1,"[6, 6, 6, 6, 0, 0, 0, 1, 0]"
561,it'd be great if you could set an alarm for in a week,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
562,will you please make me a new alarm for six hours,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
563,setup a new fifteen seconds timer,1,"[0, 0, 0, 1, 1, 0]"
564,can't you just make me a new alarm for fifty three minutes,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
565,it'd be great if you could make me a new alarm for 45 minutes,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
566,please setup a new five and a half minutes timer,1,"[6, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
567,please setup a new sixty seconds timer,1,"[6, 0, 0, 0, 1, 1, 0]"
568,for goodness sake just set an alarm that ends at at 6pm,1,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
569,can you create an timer for three weeks and two days,1,"[6, 6, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
570,will you please make me a new alarm for six months,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
571,it'd be great if you could create an timer for six hours,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1]"
572,for goodness sake just set an alarm for at seven thirty,1,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
573,make me a new alarm for three weeks and two days,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
574,would you please setup a new 30 min timer,1,"[6, 6, 6, 0, 0, 0, 1, 1, 0]"
575,will you please create an timer for 30 min,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1]"
576,set an alarm for this weekend,1,"[0, 0, 0, 0, 2, 2]"
577,i really want you to make an alarm that will end at in five days,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
578,it would be nice if you could please create an timer for 30s,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 1]"
579,it would be nice if you could please set an alarm that ends at next sunday at 4:30,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]"
580,would you please set a three weeks alarm,1,"[6, 6, 6, 0, 0, 1, 1, 0]"
581,can you create an timer for six months,1,"[6, 6, 0, 0, 0, 0, 1, 1]"
582,please create an timer for twelve minutes,1,"[6, 0, 0, 0, 0, 1, 1]"
583,it would be nice if you could please setup a new 5 months timer,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
584,please create an timer for 12h,1,"[6, 0, 0, 0, 0, 1]"
585,i really want you to make an alarm that will end at mid april,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
586,it'd be great if you could set an alarm for mid april,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
587,please create an timer for 45 minutes,1,"[6, 0, 0, 0, 0, 1, 1]"
588,it'd be great if you could set an alarm that ends at june first,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
589,for goodness sake just set an alarm for 2032/2/9,1,"[6, 6, 6, 6, 0, 0, 0, 0, 2]"
590,i really want you to set an alarm that ends at 2032/2/9,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2]"
591,will you please make me a new alarm for three weeks,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
592,would you please set a 30s alarm,1,"[6, 6, 6, 0, 0, 1, 0]"
593,i really want you to set an alarm that ends at january 18th,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
594,it'd be great if you could set an alarm that ends at mid april,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
595,i really want you to make an alarm that will end at wednesday at noon,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
596,can't you just set an alarm for thursday at five forty five,1,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
597,it would be nice if you could please make me a new alarm for six months,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
598,it'd be great if you could setup a new 2 weeks timer,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
599,would you please make an alarm that will end at 2021/07/03,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2]"
600,set an alarm for september fourteenth,1,"[0, 0, 0, 0, 2, 2]"
601,make me a new alarm for six months,1,"[0, 0, 0, 0, 0, 0, 1, 1]"
602,please make me a new alarm for one and a half weeks,1,"[6, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
603,it'd be great if you could set an alarm that ends at at 6pm,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
604,will you please create an timer for 30 min,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1]"
605,it would be nice if you could please set a two hours alarm,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 1, 1, 0]"
606,would you please make me an alarm,1,"[6, 6, 6, 0, 0, 0, 0]"
607,can you create an timer for two hours,1,"[6, 6, 0, 0, 0, 0, 1, 1]"
608,for goodness sake just set an alarm that ends at next sunday at 4:30,1,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]"
609,would you please set an alarm that ends at tonight,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 2]"
610,please make an alarm that will end at 2032/2/9,1,"[6, 0, 0, 0, 0, 0, 0, 0, 2]"
611,please set an alarm for at seven thirty,1,"[6, 0, 0, 0, 0, 2, 2, 2]"
612,would you please make me a new alarm for 45 minutes,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
613,can you set a 45 minutes alarm,1,"[6, 6, 0, 0, 1, 1, 0]"
614,it'd be great if you could set an alarm for thursday at five forty five,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
615,it'd be great if you could make an alarm that will end at wednesday at noon,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
616,it would be nice if you could please make me an alarm,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
617,please create an timer for 12h,1,"[6, 0, 0, 0, 0, 1]"
618,will you please create an timer for six months,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1]"
619,would you please make me a new alarm for 5 months,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
620,for goodness sake just set an alarm for tomorrow evening,1,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
621,i really want you to make an alarm that will end at next sunday at 4:30,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]"
622,it'd be great if you could make me a new alarm for six hours,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
623,for goodness sake just make me a new alarm for 30 min,1,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
624,will you please make an alarm that will end at at 6pm,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
625,create an timer for six months,1,"[0, 0, 0, 0, 1, 1]"
626,set a twelve minutes alarm,1,"[0, 0, 1, 1, 0]"
627,create an timer for 2 weeks,1,"[0, 0, 0, 0, 1, 1]"
628,can you set an alarm for next sunday at 4:30,1,"[6, 6, 0, 0, 0, 0, 2, 2, 2, 2]"
629,i really want you to create an timer for 45 minutes,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1]"
630,would you please set a three weeks alarm,1,"[6, 6, 6, 0, 0, 1, 1, 0]"
631,it would be nice if you could please make an alarm that will end at 2032/2/9,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2]"
632,for goodness sake just set an alarm that ends at june first,1,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
633,it'd be great if you could set an alarm that ends at in a week,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
634,can you create an timer for fifteen seconds,1,"[6, 6, 0, 0, 0, 0, 1, 1]"
635,for goodness sake just set an alarm for 2021/07/03,1,"[6, 6, 6, 6, 0, 0, 0, 0, 2]"
636,will you please set an alarm for january 18th,1,"[6, 6, 6, 0, 0, 0, 0, 2, 2]"
637,for goodness sake just set a six months alarm,1,"[6, 6, 6, 6, 0, 0, 1, 1, 0]"
638,can you create an timer for one and a half weeks,1,"[6, 6, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
639,make me a new alarm for 2 weeks,1,"[0, 0, 0, 0, 0, 0, 1, 1]"
640,can you create an timer for 12h,1,"[6, 6, 0, 0, 0, 0, 1]"
641,please set an alarm for 2032/2/9,1,"[6, 0, 0, 0, 0, 2]"
642,please create an timer for fifty three minutes,1,"[6, 0, 0, 0, 0, 1, 1, 1]"
643,i really want you to set an alarm for wednesday at noon,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
644,it would be nice if you could please setup a new six hours timer,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
645,please set an alarm that ends at in five days,1,"[6, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
646,set an alarm that ends at 2032/2/9,1,"[0, 0, 0, 0, 0, 0, 2]"
647,can't you just make an alarm that will end at next sunday at 4:30,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]"
648,for goodness sake just setup a new 12h timer,1,"[6, 6, 6, 6, 0, 0, 0, 1, 0]"
649,i really want you to set an alarm that ends at 2032/2/9,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2]"
650,it would be nice if you could please setup a new 5 months timer,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
651,can't you just make me a new alarm for six months,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
652,it would be nice if you could please make me a new alarm for three weeks,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
653,i really want you to set a fifteen seconds alarm,1,"[6, 6, 6, 6, 6, 0, 0, 1, 1, 0]"
654,please create an timer for three weeks,1,"[6, 0, 0, 0, 0, 1, 1]"
655,it'd be great if you could make an alarm that will end at in five days,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
656,i really want you to create an timer for 43 days,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1]"
657,it'd be great if you could make an alarm that will end at mid april,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
658,can't you just make me a new alarm for 43 days,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
659,it'd be great if you could set an alarm for at seven thirty,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
660,i really want you to set a five and a half minutes alarm,1,"[6, 6, 6, 6, 6, 0, 0, 1, 1, 1, 1, 1, 0]"
661,for goodness sake just setup a new fifteen seconds timer,1,"[6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
662,please create an timer for half an hour,1,"[6, 0, 0, 0, 0, 1, 1, 1]"
663,it'd be great if you could make me a new alarm for 43 days,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
664,it would be nice if you could please setup a new one and a half weeks timer,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
665,it'd be great if you could setup a new two days timer,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
666,can you set an alarm that ends at 2021/07/03,1,"[6, 6, 0, 0, 0, 0, 0, 0, 2]"
667,will you please set a six months alarm,1,"[6, 6, 6, 0, 0, 1, 1, 0]"
668,can't you just create an timer for 45 minutes,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1]"
669,for goodness sake just make me a new alarm for 30s,1,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1]"
670,would you please setup a new half an hour timer,1,"[6, 6, 6, 0, 0, 0, 1, 1, 1, 0]"
671,it'd be great if you could create an timer for twelve minutes,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1]"
672,will you please make an alarm that will end at 2032/2/9,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2]"
673,it'd be great if you could make me a new alarm for five and a half minutes,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
674,would you please make an alarm that will end at august 32nd,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
675,i really want you to create an timer for twelve minutes,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1]"
676,set an alarm for june first,1,"[0, 0, 0, 0, 2, 2]"
677,it'd be great if you could set a one and a half weeks alarm,1,"[6, 6, 6, 6, 6, 6, 0, 0, 1, 1, 1, 1, 1, 0]"
678,i really want you to setup a new fifty three minutes timer,1,"[6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 1, 0]"
679,can you set a 12h alarm,1,"[6, 6, 0, 0, 1, 0]"
680,can you setup a new 45 minutes timer,1,"[6, 6, 0, 0, 0, 1, 1, 0]"
681,make me a new alarm for 5 months,1,"[0, 0, 0, 0, 0, 0, 1, 1]"
682,it'd be great if you could create an timer for one and a half weeks,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
683,can you set an alarm that ends at august 32nd,1,"[6, 6, 0, 0, 0, 0, 0, 0, 2, 2]"
684,it would be nice if you could please set a 12h alarm,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 1, 0]"
685,please setup a new 30s timer,1,"[6, 0, 0, 0, 1, 0]"
686,for goodness sake just setup a new sixty seconds timer,1,"[6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
687,can you set an alarm that ends at wednesday at noon,1,"[6, 6, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
688,can't you just set an alarm for thursday at five forty five,1,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
689,would you please make an alarm that will end at 2032/2/9,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2]"
690,can you make me a new alarm for two days,1,"[6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
691,can't you just set a 43 days alarm,1,"[6, 6, 6, 0, 0, 1, 1, 0]"
692,it would be nice if you could please make an alarm that will end at 2021/07/03,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2]"
693,it would be nice if you could please set an alarm for in 2 days,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
694,it'd be great if you could setup a new two hours timer,1,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 0]"
695,please set an alarm for tomorrow evening,1,"[6, 0, 0, 0, 0, 2, 2]"
696,can't you just create an timer for 5 months,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1]"
697,i really want you to make an alarm that will end at in 2 days,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
698,for goodness sake just make an alarm that will end at at seven thirty,1,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
699,i really want you to make me a new alarm for half an hour,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
700,can you set an alarm for tomorrow,1,"[6, 6, 0, 0, 0, 0, 2]"
701,can you make me a new alarm for three weeks and two days,1,"[6, 6, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
702,will you please setup a new 30 min timer,1,"[6, 6, 6, 0, 0, 0, 1, 1, 0]"
703,for goodness sake just create a new alarm,1,"[6, 6, 6, 6, 0, 0, 0, 0]"
704,can't you just set an alarm for next sunday at 4:30,1,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2, 2]"
705,it would be nice if you could please set an alarm that ends at tomorrow,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 2]"
706,i really want you to make an alarm that will end at june first,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
707,would you please set a twelve minutes alarm,1,"[6, 6, 6, 0, 0, 1, 1, 0]"
708,it'd be great if you could set a 43 days alarm,1,"[6, 6, 6, 6, 6, 6, 0, 0, 1, 1, 0]"
709,please set a half an hour alarm,1,"[6, 0, 0, 1, 1, 1, 0]"
710,for goodness sake just create a new alarm,1,"[6, 6, 6, 6, 0, 0, 0, 0]"
711,it would be nice if you could please make an alarm that will end at august 32nd,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
712,please set a half an hour alarm,1,"[6, 0, 0, 1, 1, 1, 0]"
713,will you please make an alarm that will end at june first,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
714,can't you just create an timer for 45 minutes,1,"[6, 6, 6, 0, 0, 0, 0, 1, 1]"
715,will you please set a fifteen seconds alarm,1,"[6, 6, 6, 0, 0, 1, 1, 0]"
716,would you please setup a new 43 days timer,1,"[6, 6, 6, 0, 0, 0, 1, 1, 0]"
717,for goodness sake just create an timer for 30s,1,"[6, 6, 6, 6, 0, 0, 0, 0, 1]"
718,can't you just set an alarm for june first,1,"[6, 6, 6, 0, 0, 0, 0, 2, 2]"
719,would you please set a 30s alarm,1,"[6, 6, 6, 0, 0, 1, 0]"
720,can't you just setup a new two hours timer,1,"[6, 6, 6, 0, 0, 0, 1, 1, 0]"
721,it would be nice if you could please make me a new alarm for five and a half minutes,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
722,i really want you to set a three weeks and two days alarm,1,"[6, 6, 6, 6, 6, 0, 0, 1, 1, 1, 1, 1, 0]"
723,i really want you to set an alarm for tomorrow evening,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
